"offerId","available","name","description","model","warranty","currencyId","categoryId","price","picture1","picture2","picture3","picture4"
"ERC-J02721","true","Магнитная книга Janod 4 сезона J02721","Магнітна навчальна гра, що ззовні дуже схожа на книжку, на тему «Чотири пори року». 
У набір входить 115 магнітних елементів та 4 картки-завдань. 
Як тільки ""книга"" буде відкрита, потрібно правильно «вдягти» головних героїв та розставити оточуючі предмети відповідно до малюнку на картці. 
Гра розвиватиме моторику рук, уважність, посидючість, концентрацію. 
Розмір «книги»: 19 x 4 x 26 см. 
Рекомендований вік: 3+","J02721","true","UAH","1084","604","http://www.erc.ua/i/goods/J02721.jpg","https://erc.ua/upload/uploaded_images/319/5b0fa8d6d3c2f_janod_product_2018_j02721-1000x1000.jpg","https://erc.ua/upload/uploaded_images/065/5b0fa8d6887af_janod_product_2018_j02721_3-1000x1000.jpg","0"
"ERC-J02712","true","Магнитная книга Janod Английский алфавит J02712","<p>Магнітна навчальна гра для вивчення алфавіту англійською мовою. 
Складається з 26 ілюстрованих магнітів та 104 букв. 
Як тільки &quot;книга&quot; буде відкрита, потрібно правильно написати слово, яке забражено на картці. 
Рекомендований вік: 3+</p> ","J02712","true","UAH","1084","604","http://www.erc.ua/i/goods/J02712.jpg","https://erc.ua/upload/uploaded_images/773/5b0fa9f707a34_janod_product_2018_j02712_3-1000x1000.jpg","https://erc.ua/upload/uploaded_images/909/5b0fa9f6a442c_janod_product_2018_j02712_4-1000x1000.jpg","0"
"ERC-J02716","true","Магнитная книга Janod Смешные лица - мальчик J02716","<p>З розвиваючою іграшкою від французького бренду Janod дитяча уява не знатиме кордонів. 
Іграшка &laquo;Кумедні гримаси хлопчик&raquo; познайомить дітлахів із емоціями, образами, розвиватиме уяву та спонукатиме до творчості. 
В процесі дитина гратиме великою кількістю різноманітних деталей, розвиваючи моторику рук та фантазію. 
Гра має вигляд &laquo;книжки&raquo; із міцного глянсового картону, приємного на дотик. 
Відкривши її, дитина знайде малюнок з обличчям-базою та 70 елементів на магнітах, а також 12 карток з підказками. 
Вкладиші легко та весело чіпляти на обличчя, вся родина може долучитись до сюжетно-рольової гри, створюючи різноманітні хлопчачі образи. 
Рекомендований вік: від 3-х років.</p>","J02716","true","UAH","1084","604","http://www.erc.ua/i/goods/J02716.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/876/5b0faaf2c71ff_janod_product_2018_j02716_4-1000x1000.jpg","0","0"
"ERC-J08037","true","Шнуровка Janod Животные J08037","<p>Чудове довершення костюмів тваринок, просто потрібно зашнурувати шнурок, дотримуючись цифр. Кожна тварина має два кольорових шнурка! Шнурівка ідеально підходить для розвитку спритності та концентрації уваги дитини. В наборі 6 карток з зображенням тварин. Рекомендований вік: 4+</p> ","J08037","true","UAH","1084","278","http://www.erc.ua/i/goods/J08037.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/189/5af3476a69f90_janod_product_j08037_3-1000x1000.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/088/5af3476ab5cc3_janod_product_j08037_4-1000x1000.jpg","0"
"ERC-J06480","true","Конструктор деревянный Janod DIY 50 эл. J06480","<p>Конструктор складається з 50 деталей, серед яких шестиграні та квадратній гайки, болти, дерев&#39;яні дощечки з отворами, викрутка, гайковий ключ. 
За допомогою цьго конструктора можна збудувати безліч автомобілів, лутаків та мотоциклів. 
Кожен маленький майстер буде у захваті від нього! 
Рекомендований вік: 3+</p> ","J06480","true","UAH","1084","743","http://www.erc.ua/i/goods/J06480.jpg","https://erc.ua/upload/uploaded_images/186/5add1f2258641_janod_product_2018_j06480_91-1000x1000.jpg","https://erc.ua/upload/uploaded_images/679/5add1f2320dc9_janod_product_2018_j06480-1000x1000.jpg","https://erc.ua/upload/uploaded_images/490/5add1f22be639_janod_product_2018_j06480_3-1000x1000.jpg"
"ERC-J08077","true","Кубики Janod Алфавит и цифры 40 эл. J08077","Оригинальный развивающий набор кубиков от французского бренда Janod. 
Кубики поставляются в мягкой сумке, в которой удобно хранить и транспортировать игрушки. 
Она легко раскладывается и превращается в развивающий коврик. 
На нем и на гранях кубиков изображены цифры и буквы латинского алфавита. 
Кубики изготовленные из натурального дерева, покрытого красками на водной основе. 
Размер коврика 60 х 60 см. 
Размер собранной сумочки 20х20х20 см. 
Набор адаптировано для детей от 2-х лет.","J08077","true","UAH","1084","836","http://www.erc.ua/i/goods/J08077.jpg","https://erc.ua/upload/uploaded_images/796/5adf78a7b1967_janod_product_j08077_3-1000x1000.jpg","https://erc.ua/upload/uploaded_images/973/5adf78a71b110_janod_product_j08077_4-1000x1000.jpg","https://erc.ua/upload/uploaded_images/560/5adf78a6a5de7_janod_product_j08077_90-1000x1000.jpg"
"ERC-J08080","true","Кубики Janod Город 70 эл. J08080","«Город» - многофункциональный игрушечный набор. Это и кубики, и конструктор, и сюжетно-ролевой набор. 
В комплекте 70 деревянных деталей различных форм и размеров. 
Все эти детали - элементы для строительства современного города с небоскребами, башнями, другими архитектурными сооружениями, транспортными средствами (среди которых автобусы, автомобили, поезд и корабль). 
В комплекте даже фигурки в виде деревьев. 
Ребенок сможет построить в пределах города парки - то, без чего невозможно представить современный городское пространство. 
Роль города с улицами выполняет текстильная коробка для хранения набора. 
Нужно просто развернуть ее на полу. 
Размер «площадки» для строительства города в развернутом виде составляет 75х75 см. 
Набор для детей от 1 года.","J08080","true","UAH","1084","1580","http://www.erc.ua/i/goods/J08080.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/191/5adf7bd03ee8e_janod_product_j08080_3-1000x1000.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/788/5adf7bcf156ff_janod_product_j08080_90-1000x1000.jpg","0"
"ERC-J02766","true","Набор из 2 пазлов Janod Велосипед Метта J02766","<p>Набір із 2 пазлів. Картинки поєднує сюжет про працівника пошти, який їздить на велосипеді. 
Картинки дуже цікаві, виконані у приємній кольоровій гамі і неодмінно сподобаються хлопчикам. 
Набір складається з 50 деталей. Для однієї картинки необхідно 24 частинок, для іншої &ndash; 36. 
Деталі поміщені у симпатичну коробку з ручкою. Коробку можна взяти на прогулянку чи в дитсадок. 
Іграшка для дітей від 3 років. 
Виробник &ndash; французький бренд Janod. </p> ","J02766","true","UAH","812","278","http://www.erc.ua/i/goods/J02766.jpg","0","0","0"
"ERC-J07076","true","Набор из 3 пазлов Janod Животные J07076","<p>Цікавий набір пазлів французького бренду іграшок Janod. 
В наборі 27 деталей, з яких можна зібрати 3 картинки. 
Для кожного зображення передбачено по 9 деталей. 
На кожному з пазлів зображені свійські тваринки: цуценя, лоша та кошеня. 
За допомогою такої іграшки діти вивчать назви тварин, покращать моторику, розвинуть уважність і навчаться встановлювати причинно-наслідковий зв&#39;язок. 
Деталі пазлу покриті безпечними фарбами на водній основі. 
Іграшка для дітей від 1,5 року. </p> ","J07076","true","UAH","812","697","http://www.erc.ua/i/goods/J07076.jpg","https://erc.ua/upload/uploaded_images/415/5ada5488c003d_janod_product_j07076_2-1000x1000.jpg","0","0"
"ERC-J07054","true","Пазл-вкладыш Janod Динозавры J07054","<p>Цікава іграшка ставить перед дитиною завдання &ndash; віднайти для кожного динозавра місце на дошці-основі. Дерев&rsquo;яний пазл- являє собою дошку-основу з 7 деталями-вкладишами. Вкладиші відповідають формі тварин. Товщина деталей більша, ніж дошки-основи, відтак зібрана картинка дає оригінальний ефект тривимірного зображення. За допомогою такої іграшки діти вивчать назви тварин, покращать моторику, розвинуть уважність і навчаться встановлювати причинно-наслідковий зв&#39;язок. Пазл виготовлений із натуральної деревини. Матеріал якісно оброблений, малюнок нанесений нетоксичними фарбами. Розмір пазла &ndash; 30х21 см. Рекомендований вік &ndash; 1,5 роки.<br /> &bull;В комплекті: деталі пазлу (7 вкладишів + основа);<br /> &bull;Розмір зібраної картинки &ndash; 30х21 см;<br /> &bull;Чудово підійде в якості подарунка на день народження дитини;<br /> &bull;Пазли сприяють розвитку моторики рук, покращенню уважності, пам&rsquo;яті у дітей.</p> ","J07054","true","UAH","812","418","http://www.erc.ua/i/goods/J07054.jpg","0","0","0"
"ERC-J07062","true","Пазл-вкладыш Janod Ноев ковчег J07062","<p>З пазлом &laquo;Ноїв ковчег&raquo; дітям буде особливо цікаво гратися. Адже такий пазл має прихований сенс, а саме &ndash; врятувати тварин. Іграшка чудово допоможе вивчити назви тварин. Іграшка являє собою дошку-основу у вигляді човна і 6 вкладишів у формі тваринок: Зебри, жирафа, слона, крокодила, бегемота і лева. Кожен вкладиш оснащений ручкою, за яку зручно підіймати фрагмент. Рекомендований вік: 1,5 роки.</p> <ul> <li> В комплекті: деталі пазлу (6 шт + основа)</li> <li> Матеріал виготовлення &ndash; дерево</li> <li> Чудово підійде в якості подарунка на день народження дитини.</li> </ul> ","J07062","true","UAH","812","232","http://www.erc.ua/i/goods/J07062.jpg","0","0","0"
"ERC-J02818","true","Пазл-напольный Janod Принцесса 39 эл. J02818","<p>Пазл &laquo;Принцеса&raquo; має низку особливостей, що вирізняють іграшку з-поміж усіх інших пазлів. По перше, набір поміщений у розкішну крафтову коробку з ручкою. Коробка картонна, але при цьому дуже цупка і якісна, вона не прогинається навіть при сильному натисканні. І по друге, зібрана картинка &ndash; не прямокутної форми, як звичайний пазл, а незвичайної: контури малюнка відповідають зображенню. А зображена на картинці принцеса, що подорожує каретою, упряженою двійком красивих коней. Картинка яскрава, привертає увагу і стимулює образне мислення. Рекомендований вік: 4+. </p> <p> В комплекті:</p> <ul> <li>деталі пазлу (39 шт), постер із картинкою, картонна валізка з ручкою;</li> <li>розмір зібраної картинки &ndash; 106х63 см;</li> <li>розмір картонної коробки-валізки: 28х9х27 см.</li> <li>пазли сприяють розвитку моторики рук, покращенню уважності, пам&rsquo;яті у дітей.<br /> </li> </ul> ","J02818","true","UAH","812","511","http://www.erc.ua/i/goods/J02818.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/413/5a89cb898ae62_janod_product_j02818-1000x1000.jpg","0","0"
"ERC-J02727","true","Пазл напольный Janod Пирамидка из животных 39 эл. J02727","Величезний і дуже оригінальний пазл на підлогу від французького бренда Janod. 
Пазл складається із 39 елементів, форма зібраної картинки не прямокутна, а фігурна. 
На картинці зображені кумедні тваринки: слоник, порося, леопард, жираф, бегемот та багато інших.
 Розмір зібраного пазла 52 х 106 см. Рекомендований вік: 4+","J02727","true","UAH","812","557","http://www.erc.ua/i/goods/J02727.jpg","0","0","0"
"ERC-J02774","true","Пазл тактильный Janod День в зоопарке 20 эл. J02774","<p>Тактильний пазл із зображенням зоопарку &ndash; оригінальна іграшка для дітей від 3 років. Особливість цього пазлу в тому, що окремі частини картинки мають своєрідну текстуру. Загалом на пазлі 7 різних текстур на дотик. Просто доторкніться до зображень і відчуйте різницю. Зображення тигра, жирафа і коали покриті текстурою, що імітує хутро, крокодила і мавпи &ndash; шкіру, металевий ефект відчуваєш, коли торкаєшся до хамелеона та ін. Така іграшка сприятиме розвитку дрібної моторики, тактильного сприйняття у дітей. Виробник &ndash; французький бренд Janod.</p> <ul> <li>В комплекті: 20 деталей пазлу;</li> <li>Розмір зібраної картинки &ndash; 65х50 см;</li> <li>Чудово підійде в якості подарунка на день народження дитини;</li> <li>Пазли сприяють розвитку моторики рук, покращенню уважності, пам&rsquo;яті у дітей.</li> </ul> ","J02774","true","UAH","812","604","http://www.erc.ua/i/goods/J02774.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/216/5ada51b3008c7_janod_product_j02774-1000x1000.jpg","0","0"
"ERC-J03243","true","Толокар Janod Ретро скутер мятный J03243","Якість та міцність конструкції – найголовніше у дитячому транспорті. 
Ретро-скутер приємного м’ятного кольору з яскравими елементами від Janod створений с турботою про маленьких любителів активних ігор. 
Скутер підходить для використання як в приміщенні, так і на вулиці. 
Їзда на такому толокарі допомагає малюку розвивати баланс та координацію рухів, а в майбутньому - їм легше буде навчитися їздити на велосипеді без допоміжних коліс. 
Сидіння скутера можна регулювати по висоті (від 32 до 36,5 см), колеса - надувні, ергономічні ручки виготовлені з каучуку. 
Для дітей віком від 3-х до 5-ти років.","J03243","true","UAH","1359","3719","http://www.erc.ua/i/goods/J03243.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/068/5b3f4b388954b_janod_product_j03243_4-1000x1000.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/423/5b3f4b3e22226_janod_product_j03243_2-1000x1000.jpg","0"
"ERC-J03239","true","Толокар Janod Ретро скутер розовый J03239","Ретро-скутер приємного рожевого кольору підходить для використання як в приміщенні, так і на вулиці. 
Їзда на такому толокарі допомагає малюку розвивати баланс та координацію рухів, а в майбутньому - їм легше буде навчитися їздити на велосипеді без допоміжних коліс. 
Яскравий та надзвичайно привабливий скутер створений спеціально для активної малечі, котра не може сидіти на одному місці. 
Сидіння толокару можна регулювати по висоті (від 32 до 36,5 см), колеса - надувні, а ергономічні ручки виготовлені з каучуку. 
У комплекті зі скутером є спеціальна сумка, куди можна скласти речі, вирушаючи на прогулянку. 
Для дітей віком від 3-х до 5-ти років.","J03239","true","UAH","1359","3719","http://www.erc.ua/i/goods/J03239.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/533/5b3f4c6ce72fd_janod_product_2018_j03239_50-1000x1000.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/019/5b3f4c6de68bc_janod_product_2018_j03239_4-1000x1000.jpg","0"
"ERC-J09613","true","Доска двухсторонняя Janod с аксессуарами J09613","<p>Для батьків, які хочуть здивувати свою дитину не просто цікавим, а й корисним подарунком, в нагоді стане саме ця дошка. 
Дошка двустороння: на білій стороні малюйте маркерами, а на чорній &ndash; крейдою. 
І приємним бонусом буде те, що з обох боків дошка магнітна, а в комплекті є літери. 
Тому малюк зможе не лише малювати, а й вивчати алфавіт та складати слова. 
Розмір: 42 х 1.5 х 30 см; рекомендований вік: 3+</p> ","J09613","true","UAH","1233","650","http://www.erc.ua/i/goods/J09613.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/526/5b0fd478b7c44_janod_product_j09613_5-1000x1000.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/708/5b0fd4794b359_janod_product_j09613_4-1000x1000.jpg","0"
"ERC-K963002","true","Мягкая игрушка Kaloo Les Amis Лошадка мокко 25 см в коробке K963002","<p>М&#39;яка іграшка серії &quot;Друзі&quot; від бренду Kaloo є миловидна маленька конячка. Ворсиста шкурка в поєднанні з ніжно-білими вушками, мордочкою - дуже приємні на дотик. Дизайн іграшки привабливий, а грива і хвостик, виконані зі скручених білих ниточок надають їй особливого шарму!<br /> Вік: від 3 років<br /> Розмір упаковки: 14 х 14 х 14 см.<br /> Висота іграшки: 25 см.</p> ","K963002","true","UAH","813","929","http://www.erc.ua/i/goods/K963002.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/063/5b293ad615fa8_k963002-1.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/239/5b2930c17a56b_k969320-4.jpg","0"
"ERC-K962318","false","Мягкая игрушка Kaloo Neon Кролик желтый 18.5 см в коробке K962318","<p>Чудовий м&#39;який кролик яскравого кольору від французького виробника високоякісних іграшок для дітей Kaloo приверне увагу малюка і надовго стане його постійним супутником і улюбленою іграшкою.<br /> Іграшка Kaloo виконана з якісних, безпечних для здоров&#39;я дітей матеріалів, які не викликають алергії, приємні на дотик і доставляють велике задоволення під час ігор. Іграшку приємно тримати в руках, притискати до себе і придумувати різноманітні ігри.<br /> Ігри з м&#39;якими іграшками розвивають тактильну чутливість і сенсорне сприйняття.</p> ","K962318","true","UAH","813","929","http://www.erc.ua/i/goods/K962318.jpg","https://erc.ua/upload/uploaded_images/902/5b293b168e851_k962318-1.jpg","https://erc.ua/upload/uploaded_images/300/5b293b17b0bfc_k962318-3.jpg","0"
"ERC-6192Z","true","Игровой набор Lil Woodzeez Большой коттеджный дом 6192Z","<p>Большой коттеджный дом от Li&#39;l Woodzeez - яркий игровой комплект поставляется с разнообразными аксессуарами. Коттедж полностью меблирован и спроектирован для размещения семьи животных Li&#39;l Woodzeez.</p> <p>В наборе:</p> <p>1 коттедж с функциональным освещением,<br /> 1 диван, 2 больших подушки и 2 маленьких подушки, 1 журнальный столик.<br /> 1 торшер, 1 кухонный стол с 2 скамейками,<br /> 1 двуспальная кровать с матрасом и 2 подушками,<br /> 1 односпальная кровать с матрасом и подушкой.<br /> 1 колыбель с матрасом и подушкой, 1 коробка для игрушек,<br /> 1 ночной стол, 1 лампочка и 1 качели.</p> <p>Размеры коттеджа: 45,7 x 39,6 x 38,1 см<br /> Размеры упаковки: 51 x 43 x 40 см<br /> Вес: 4.8 кг<br /> Рекомендуемый возраст: от 3 лет </p> ","6192Z","true","UAH","1661","2784","http://www.erc.ua/i/goods/6192Z.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/658/5b125cf85be63_6192_pr_b.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/989/5b125cf741cc5_6192_ls.jpg","https://erc.ua/upload/uploaded_images/989/5b125cf741cc5_6192_ls.jpg"
"ERC-61166Z","true","Игровой набор Lil Woodzeez Веселый кемпинг 61166Z ( открытая уп.)","<p>Игровой набор Веселый кемпинг Li&#39;l Woodzeez представляет собой ярко-розовый кабриолет и автоприцеп - настоящий дом на колесах, в котором можно жить и путешествовать. Крыша прицепа и боковая стенка раскладываются, ребенку будет удобно играть предметами, находящимися внутри. Внутри прицепа есть кухня с аксессуарами, гостиная с диванчиком и спальня. В кабине машинки помещается 2 фигурки, еще 2 можно посадить в прицеп.<br /> Игровой набор прекрасно подходит для сюжетно-ролевых игр с любой семейкой из серии Li&quot;l Woodzeez.<br /> В набор входит 40 предметов (фургон, машинка и 38 аксессуаров.)<br /> Размер машинки: 23 х 15 х 15 см.<br /> Размер прицепа домика: 31 х 17 х 19 см.<br /> Размер упаковки: 32 см х 18 см х 34 см. открытая коробка.<br /> Фигурки не входят в комплект.<br /> Рекомендуемый возраст: от 3 лет</p> ","61166Z","true","UAH","1661","1858","http://www.erc.ua/i/goods/61166Z.jpg","https://erc.ua/upload/uploaded_images/155/5d97cbd9c71f6_camper_pink_playset-single-01.jpg","https://erc.ua/upload/uploaded_images/481/5d97cbd979128_camper_pink_playset-single-03.jpg","https://erc.ua/upload/uploaded_images/907/5d97cbd9218a8_camper_pink_playset-single-04.jpg"
"ERC-61533Z","true","Игровой набор Lil Woodzeez Самолет 61533Z","<p>Игровой набор Частный самолет Lil Woodzeez - стильное транспортное средство для перелётов жителей долины Ханисакл. 
Самолет предусмотрен для коротких и дальних полётов, оснащён современным оборудованием и различными аксессуарами для комфорта пассажиров. 
В салоне частного самолета Лил Вудзиз имеются удобные кресла с мягкими подушечками и покрывалами, в них можно отдохнуть, наслаждаясь видом из окошка, подремать немного или узнать последние новости из свежего номера газеты. 
В салоне есть откидные столики, к которым на тележке подаётся еда , ароматный чай или прохладительные напитки . 
Для чемоданов с вещами над креслами пассажиров расположены специальные отсеки. 
Набор станет полезным дополнением к игрушкам Li&#39;l Woodzeez.<br /> Комплектация: 35 предмета ( самолет, 2 бутылки апельсинового сока, 2 бутылки с водой, 2 кофейника, 1 тележка, 4 поддона для пищевых продуктов, 4 чашки, 4 вилки, 2 газеты, 4 чемодана, 4 подушки, 4 одеяла, комплект униформы).<br /> Материал: пластик.<br /> Размер упаковки: 41 x 22 х 23 см (открытого типа).<br /> Рекомендуемый возраст: от 3 лет.</p>","61533Z","true","UAH","1661","1802","http://www.erc.ua/i/goods/61533Z.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/136/5b125a476d1da_5b0dcce56595f_6153d_pkg.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/468/5b125a489b5ff_5b0dcce4bcac0_6153d_dp_b.jpg","0"
"ERC-6103M","true","Игровой набор Lil Woodzeez Цветочный дом и Семья Кроликов 6103M","<p>Цветочный дом Li&#39;l Woodzeez с двумя фигурками и аксессуарами смотрится просто великолепно. Он выполнен в виде раскладывающегося чемоданчика с ручкой. Его крыша напоминает лепестки цветка, а окна оформлены в виде бабочек. Домик открывается, как книжка, и внутри, оказывается 4 комнаты. В домике живут два лесных жителя - муж и жена, кролики Хопингуд. Они одеты просто и мило, в комплекте с ними идет шляпа папы-кролика.<br /> Набор мебели в комплект не входит!<br /> Набор станет полезным дополнением к игрушкам Li&#39;l Woodzeez и будет поощрять творчество и сюжетно-ролевую игру детей.<br /> Комплектация: 4 предмета (домик, 2 фигурки кроликов, шляпа) с книгой сказок &quot;Сытые животики&quot;.<br /> Материал: пластик, текстиль<br /> Размер упаковки : 30 х 20 х 30 см<br /> Рекомендуемый возраст: от 3 лет</p> ","6103M","true","UAH","1661","1451","http://www.erc.ua/i/goods/6103M.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/980/5b1253563ea9d_6103m-pr-b.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/700/5b12535a3ea2e_6103m-pkg.jpg","0"
"ERC-LO31047Z","true","Кукла Lori 15 см Балерина Маите LO31047Z","<p>Очаровательная кукла LORI - Маите в образе балерины выглядит невероятно мило. У нее длинные и густые светлые волосы. Одета кукла в балетное платье и розовую кофточку, на ногах - розовые гетры и пуанты. Подвижные руки и ноги позволяют придавать кукле танцевальные позы и разыгрывать разнообразные сюжеты, связанные с балетом. Чудесные волосы куклы можно расчесывать и создавать из них всевозможные прически. Игрушка поможет овладеть новыми навыками, развивать фантазию, эстетический вкус и сюжетно-ролевую игру у детей. Кукла изготовлена из винила и имеет мягкое наполнение. Высота игрушки 15 см, а размеры упаковки (В х Ш х Г) - 22 х 11 х 4 см. Рекомендуемый возраст: 3+.</p> ","LO31047Z","true","UAH","810","491","http://www.erc.ua/i/goods/LO31047Z.jpg","https://erc.ua/upload/uploaded_images/499/5afdfe5a13cf1_lo31047-dp.jpg","0","0"
"ERC-LO31058Z","true","Кукла Lori 15 см Гиа с собачкой Далматинец LO31058Z","<p>Кукла LORI Гиа со своим питомцем - пополнит коллекцию друзей LORI! Одежда и аксессуары куклы дополняют ее стильный образ. У куклы большие коричневые глаза и роскошные русые волосы, которые можно укладывать в различные прически. Игрушка будет помогать развивать фантазию и сюжетно-ролевую игру у детей, эстетический вкус, поможет овладеть новыми навыками. Кукла изготовлена ??из винила и имеет мягкое наполнение. Высота игрушки 15 см, а размеры упаковки (В х Ш х Г) - 22 х 11 х 4 см. Рекомендуемый возраст: 3+.</p> ","LO31058Z","true","UAH","810","642","http://www.erc.ua/i/goods/LO31058Z.jpg","https://erc.ua/upload/uploaded_images/326/5afc21ea5f0fc_lo31058-dp.jpg","0","0"
"ERC-MQL-GN12-BLUE","false","Детский велосипед Miqilong GN Синий 12` MQL-GN12-Blue","Стильный, надежный велосипед от Miqilong выглядит почти как взрослый, но предназначен для детей. 
Он непременно подарит радость новых открытий и улучшит физическое развитие детей. 
Байки Miqilong отличаются сплошной металлической конструкцией и стильными колесами с глубоким протектором - они легко преодолевать песок, асфальт и брусчатку.
Благодаря широкому спектру регулировок, велосипед можно будет подстраивать под быстро растущего ребенка.
Байк оснащен ручными дисковыми тормозами (передними и задними)
Ручки руля прорезиненные, за них удобно держаться.
В комплекте небольшие часы, которые крепятся на руле.
Поставляется в варианте крупноузловой сборки. Нужно установить руль, сидение, педали, боковые колёса, а также произвести донастройку узлов в комфортное именно для вас состояние. 
Может потребоватся подкачка колёс.

В комплекте: Велосипед, 2 дополнительных колеса, набор инструментов, брызговик, отражатели.
Рекомендуемый возраст ребенка 2-5 лет
Рекомендуемый рост ребенка 90-120см
Вес велосипеда 9 кг
Колеса 12'
Количество передач 1
Количество колес 2 + 2 страховочных
Дополнительные характеристики Обучающие колеса
Дисковые тормоза
Внедорожные колеса
Брызговик
Магниевая рама","MQL-GN12-BLUE","true","UAH","794","4144","http://www.erc.ua/i/goods/MQL-GN12-BLUE.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/060/5b9a6a63b55bb_mql-gn12-blue-4.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/943/5b9a6a6183217_mql-gn12-blue-6.jpg","https://erc.ua/upload/uploaded_images/231/5b9a6a5feea86_mql-gn12-blue-7.jpg"
"ERC-MQL-GN16-BLUE","false","Детский велосипед Miqilong GN Синий 16` MQL-GN16-Blue","Детский велосипед оснащен шестнадцатидюймовыми колесами. Такой размер идеально подходит для детей от 4 до 6 лет (ростом до 1.20 м).
Транспортное средство с боковыми колесами, которые помогут ребенку быстрее овладеть техникой катания.
Особенность велосипеда в том, что пара дополнительных боковых колес подстраховывают ребенка, например, при движении вверх.
На ровной дороге ребенок сможет сам держать баланс. Модель с ручными тормозами (дисковыми): задний и передний.
Высоту сиденья и руля можно регулировать в зависимости от роста ребенка.
Особенность велосипедов Miqilong в том, что они поставляются в почти собранном виде: необходимо лишь прикрутить педали, сиденья и руль.
Кроме дополнительных колес, в комплекте есть небольшой часы, крепятся в специальном месте на руле.

Возраст ребенка от 4х лет
Возраст ребенка до 6 лет
Дополнительно
Диаметр колес 16""
Особенности высота сиденья регулируется
высота руля регулируется
Оснащение 2 дополнительных боковых колеса
Брызговик
Набор инструментов
Отражатели
Рекомендуемый рост ребенка до 1.2м
Технические характеристики
Передний тормоз Ручной
Задний тормоз Ручной
","MQL-GN16-BLUE","true","UAH","794","4520","http://www.erc.ua/i/goods/MQL-GN16-BLUE.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/883/5b9a6c8236bf9_mql-gn16-blue-7.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/959/5b9a6c86eb9d6_mql-gn16-blue-3.jpg","https://erc.ua/upload/uploaded_images/217/5b9a6c88463a5_mql-gn16-blue-2.jpg"
"ERC-MQL-GN12-BLACK","false","Детский велосипед Miqilong GN Черный 12` MQL-GN12-Black","<p><strong>Детский велосипед бренда Miqilong</strong> - надежное транспортное средство со стильным дизайном и качественной конструкцией.<br />Металлическая рама, она сплошная. В комплекте небольшие часы, которые крепятся на руле.<br />Байк оснащен ручными дисковыми тормозами (передними и задними). <br />Такой транспорт - идеальный для первых попыток катания на велосипеде, ведь в комплекте есть дополнительные боковые колеса, которые подстрахуют ребенка и позволят чувствовать себя во время езды уверенно. <br />Ручки руля прорезиненные, за них удобно держаться. Представленная модель с колесами размером 12`. <br />Транспорт рассчитан на детей ростом до 1 м (2-4 года).</p>
<p><strong>Особенность</strong> велосипедов Miqilong в том, что они поставляются в почти собранном виде: необходимо лишь прикрутить педали, сиденья и руль. <br />Высоту сиденья и руля можно регулировать.<br />Оснащение 2 дополнительных боковых колеса<br />Часы /на батарейке SR626<br />Прорезиненные ручки<br />Брызговик<br />Рекомендуемый рост ребенка до 1м<br />Передний тормоз Ручной<br />Задний тормоз Ручной</p>","MQL-GN12-BLACK","true","UAH","794","4144","http://www.erc.ua/i/goods/MQL-GN12-BLACK.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/797/5b9a6a22db7f1_mql-gn12-black-5.jpg","https://erc.ua/cache/media/1200_1200_inset/upload/uploaded_images/116/5b9a6a203cf4a_mql-gn12-black-6.jpg","0"
