"offerId","available","name","description","model","warranty","currencyId","categoryId","price","picture1","picture2","picture3","picture4"
"KiddiSvit-BX1012Z","true","Игровой набор  - Ловись, Рыбка (для игры в ванной,12 аксессуаров) BX1012Z","Малыш сможет отправиться в веселое морское путешествие вместе с этим красочным игровым набором. 
На борту этого яркого корабля, который может держаться на воде, живет веселый капитан, а в наборе так же есть 5 рыбок, осьминожек-расческа, кит-щеточка, 3 маленьких пасочки, крючок для ловли рыбы за хвостики и спасательный круг. 
Все эти фигурки можно хранить внутри кораблика. 
Упаковка презентационно-открытая. Размер: 33х22х21. 
Рекомендовано для детей в возрасте старше 12 месяцев.","BX1012Z","true","UAH","804","809","http://kidsjoy.com.ua/image/catalog/kimg12/7/igrovoj-nabor-lovis-rybka-dlya-igry-v-vannoj-12-aksessuarov-576592428.jpg","https://kiddisvit.ua/assets/images/products/98/BX1012Z_1.jpg","https://kiddisvit.ua/assets/images/products/98/BX1012Z_2.jpg","https://kiddisvit.ua/assets/images/products/98/BX1012Z_3.jpg"
"ERC-G-1001-B","true","Трехколесный велосипед Galileo Strollcycle Синий G-1001-B","<p>Революционный первый в своем роде детский трехколесный <strong>велосипед 2 в 1</strong>.<br />Совмещает в себе супер компактную коляску и трехколесный велосипед, ориентированный на комфорт малышей! и радость родителей Galileo бросает вызов воображению с его футуристичным дизайном будущего и практичной функциональностью.<br />Создан с любовью в истинном духе больших инноваций велососипед Galileo Strollcycle имеет все для комфортного покорения мира вашим малышом.<br />Уникальный запатентованный дизайн дополняется комфортными решениями, чтобы обеспечить малыша и его родителя всем для современной жизни &laquo;на ходу&raquo;</p>
<p><strong>Характеристики:</strong><br />Вес 6,5кг.<br />Возраст 10-36 месяцев.<br />Материал рамы Метал и пластик<br />Материал колес Полиуретан<br />Размер:<br />в сложенном виде - 75х23х49 см<br />в разложенном - 85х49х83 см<br />Высота от пола до сидения: 30 см<br />Диаметр колес:<br />переднее - 22 см<br />задние - 15,5 см</p>
<p><strong>Особенности:</strong><br />Родительская ручка регулируется по высоте.<br />Спинка сидения имеет 2 положения.<br />Отстегивающийся бампер<br />Съёмный солнцезащитный козырек<br />Подставка для ног<br />Возможность отключить управление передним колесом (ребенок не будет управлять велосипедом не смотря на манипуляции с рулем)<br />3 точечные ремни безопасности</p>","G-1001-B","true","UAH","794","2929","http://www.erc.ua/i/goods/G-1001-B.jpg","https://erc.ua/upload/uploaded_images/107/5db6d3abb770d_urigrun02898.jpg","https://erc.ua/upload/uploaded_images/558/5db6d3803d444_urigrun02931-1.jpg","https://erc.ua/upload/uploaded_images/305/5db6d31e89248_urigrun03027.jpg"
"AMIGO-LS-302(M)_BO","true","Cамокат Go Travel Speeder, черный с оранжевым, средний LS-302(M)_BO","Трехколесный самокат
«SPEEDER» средний
• Габаритные размеры 85-100*100*63
• Вес самоката 8,5 кг
• РU колеса 145 мм
• Стальная трубка и рама
• Деки из пропилена
• Резиновые рукоятки
• Ручной тормоз
• Выдерживает вес до 95 кг максимум","LS-302(M)_BO","true","UAH","795","2770","http://kidsjoy.com.ua/image/catalog/aimg9/7/camokat-go-travel-speeder-chernyj-s-orangevym-srednij-ls-302m_bo-570587707.jpg","0","0","0"
"AMIGO-90514","true","Экстремальные гонки Turboa со светом и звуком 23 см,серии Hot Wheels 90514","<p>Hot Wheels Экстримальные гонки Turboa - автомобили с крутыми характерными действиями - «движение и бросок удава». Захватывающее дух удовольствие! Кнопки активируют световые и звуковые эффекты.</p>
<p><br></p>
<iframe src=""//www.youtube.com/embed/pklPjfq-rfo"" width=""640"" height=""360"" frameborder=""0""></iframe><p><br></p>","90514","true","UAH","809","572","http://kidsjoy.com.ua/image/catalog/aimg1/8/ekstremalnye-gonki-turboa-so-svetom-i-zvukom-23-sm-serii-hot-wheels-90514-125290995.jpg","http://kidsjoy.com.ua/image/cache/catalog/amigo/hot-wheels-011543905141-ekstremalni-gonki-turboa-zi-svitlom-ta-zvukom-23-sm-90514-11872161558525-800x800.jpg","http://kidsjoy.com.ua/image/cache/catalog/amigo/hot-wheels-011543905141-ekstremalni-gonki-turboa-zi-svitlom-ta-zvukom-23-sm-90514-25492171450229-800x800.png","0"
"AMIGO-LS-302(M)_SB","true","Cамокат Go Travel Speeder, серебристо-голубой, средний LS-302(M)_SB","Трехколесный самокат
«SPEEDER» средний
• Габаритные размеры 85-100*100*63
• Вес самоката 8,5 кг
• РU колеса 145 мм
• Стальная трубка и рама
• Деки из пропилена
• Резиновые рукоятки
• Ручной тормоз
• Выдерживает вес до 95 кг максимум","LS-302(M)_SB","true","UAH","795","2770","http://kidsjoy.com.ua/image/catalog/aimg9/1/camokat-go-travel-speeder-serebristo-goluboj-srednij-ls-302m_sb-686900918.jpg","0","0","0"
"AMIGO-8855G","true","Кукла Dolls World с набором для купания , 38 см 8855G","Этот классический пупс с ванночкой и набором для купания непременно придется по душу любой девчушке.
С этим набором ваша малышка сможет почувствовать себя настоящей мамочкой – искупать малыша, сменить ему подгузник и принарядить в милую банную повязочку, идущую в комплекте.
В набор входят следующие аксессуары для купания:
игрушечная ванночка, полотенце, текстильный подгузник,банная повязка ля волос, виниловая уточка, мыло и 6 разнообразных баночек со средствами для купания и ухода.
","8855G","true","UAH","810","687","http://kidsjoy.com.ua/image/catalog/aimg15/2/kukla-dolls-world-s-naborom-dlya-kupaniya-38-sm-8855g-182543878.jpg","http://kidsjoy.com.ua/image/catalog/aimg15/2/kukla-dolls-world-s-naborom-dlya-kupaniya-38-sm-8855g-97300990.jpg","0","0"
"AMIGO-33091","true","Монстер трак ""Snakebite"", 18 см  33091","Нажмите кнопки, чтобы включить моторизованный привод,
огни и звуки.
С 3 лет
Требуются батарейки: 2 шт. ААА (включены).","33091","true","UAH","809","291","http://kidsjoy.com.ua/image/catalog/aimg1/9/monster-trak-snakebite-18-sm-33091-503115371.jpg","http://kidsjoy.com.ua/image/catalog/aimg1/9/monster-trak-snakebite-18-sm-33091-206766266.jpg","0","0"
"AMIGO-10312","true","Самосвал  ""Go Grippers""  10312","Развивающая игрушка самосвал «OBall» из линейки «Go Grippers».
Сотообразный тент кузова позволит сделать тематические игры в погрузочно-разгрузочные работы более занимательными, поскольку тент подвижный – его можно открывать и закрывать.
Платформа грузовика имеет запорное устройство, поэтому игрушку легко
захватить и перенести в нужное место.
Большие функциональные колеса позволят покатать игрушку по местности и доставить содержимое кузова в конечный пункт для разгрузки.
Игрушка совместима с другими игрушками «OBall» из линейки «Go Grippers»
От 18 месяцев.","10312","true","UAH","1084","368","http://kidsjoy.com.ua/image/cache/catalog/aimg1/samosval-go-grippers-10312-460322252-800x800.jpg","http://kidsjoy.com.ua/image/cache/catalog/aimg1/samosval-go-grippers-10312-132714357-800x800.jpg","http://kidsjoy.com.ua/image/cache/catalog/aimg1/samosval-go-grippers-10312-739868786-800x800.jpg","http://kidsjoy.com.ua/image/cache/catalog/aimg1/samosval-go-grippers-10312-428488553-800x800.jpg"
"AMIGO-10313","true","Погрузчик ""Go Grippers"" 10313","Развивающая игрушка трактор «OBall» из линейки «Go Grippers» имитирует действия настоящего трактора-погрузчика - ковш поднимается и опускается.
Благодаря чему, с помощью ковша, можно выполнять определенные строительные и погрузочно-разгрузочные работы, передвигать предметы на нужное расстояние.
Большие функциональные колеса позволят покатать игрушку по местности,что еще более разнообразит игру.
Игрушка совместима с другими игрушками «OBall» из линейки «Go Grippers»
От 18 месяцев.","10313","true","UAH","1084","368","http://kidsjoy.com.ua/image/cache/catalog/aimg1/pogruzchik-go-grippers-10313-474879796-800x800.jpg","http://kidsjoy.com.ua/image/cache/catalog/aimg1/pogruzchik-go-grippers-10313-203149235-800x800.jpg","http://kidsjoy.com.ua/image/cache/catalog/aimg1/pogruzchik-go-grippers-10313-262787180-800x800.jpg","http://kidsjoy.com.ua/image/cache/catalog/aimg1/pogruzchik-go-grippers-10313-491645487-800x800.jpg"
"AMIGO-80466","true","Игрушка-конструктор с отверткой Самосвал Гарри, 24 см  Toy State 80466","Включает моторизированную отвертку для легкой сборки и снятия деталей.
Oт 3 лет
Для игрушки батарейки не требуются.
Для отвертки необходимы батарейки 2*АА (в комплект не входят)
Комплектация: 9 деталей","80466","true","UAH","1084","818","http://kidsjoy.com.ua/image/cache/catalog/aimg1/igrushka-konstruktor-s-otvertkoj-samosval-garri-24-sm-toy-state-80466-248332187-800x800.jpg","http://kidsjoy.com.ua/image/cache/catalog/aimg1/igrushka-konstruktor-s-otvertkoj-samosval-garri-24-sm-toy-state-80466-306320439-800x800.jpg","http://kidsjoy.com.ua/image/cache/catalog/aimg1/igrushka-konstruktor-s-otvertkoj-samosval-garri-24-sm-toy-state-80466-420241642-800x800.jpg","#N/A"
"AMIGO-1050100","true","Детский велосипед  ""Running Bike"" красный  1050100","""Smart Trike продолжает развиваться и расширять ассортимент!
Инновационный баланс байк!
Детский велобег """"Running Bike"""" предназначен для детей от 2 до 5 лет (23 кг).
Велосипед имеет 2 стадии и его легко можно преобразовать из режима «низкий баланс» - для 2-3лет, в режим «высокий баланс» – для 3-5 лет,просто перевернув раму. 
Благодаря этому,велосипед подходит для высоких деток.""""Running Bike” не только позволит ребенку научиться балансировать и координировать движения, но также способствует всестороннему физическому и интеллектуальному развитию малыша, как полноценному самостоятельному участнику движения!
Регулируемая по высоте ручка.
«Низкий баланс» - 55,5 см
Регулируемое по высоте сидение.
«Низкий баланс» - 33,5 см
Стальная рама
10-дюймовые (25,4 см)
EVA колеса с забавным рисунком на протекторе колес
Высота ручки – 65 см
Высота сидения – 43 см.""","1050100","true","UAH","1359","1636","http://kidsjoy.com.ua/image/catalog/aimg5/5/detskij-velosiped-running-bike-krasnyj-1050100-167794045.jpg","http://kidsjoy.com.ua/image/catalog/aimg5/5/detskij-velosiped-running-bike-krasnyj-1050100-172125954.jpg","0","0"
"AMIGO-LS3609","true","Скейт ""GO Travel"" с ручкой, 92 cм Лонгборд LS3609","Лонгборд с удобной ручкой для переноски!
Размер 92*23 см.
РU колеса 60*45 мм.
Алюминиевая высокопрочная подвеска (7 дюймов).
Подшипники 608ZZ Abec-7.
Выдерживает вес до 100 кг .
Пенни борд (Penny board) – это ультрамодный скейтборд маленького размера.
Благодаря его маневренности, небольшому размеру и легкому весу (1,6 - 2 кг), этот скейт легко вписывается в городской ритм жизни.","LS3609","true","UAH","1376","1039","http://kidsjoy.com.ua/image/catalog/aimg38/8/skejt-go-travel-s-ruchkoj-92-cm-longbord-ls3609-451456764.png","http://kidsjoy.com.ua/image/catalog/aimg38/8/skejt-go-travel-s-ruchkoj-92-cm-longbord-ls3609-828132673.png","0","0"
"AMIGO-6401500","true","Велосипед Smart Trike Glow 4 в 1 червоний 6401500","Уникальный трехколесный велосипед предназначен для малышей от 10 месяцев и растет вместе с ребенком!
Система «Touch Steering» сделала управление велосипедом еще проще. Благодаря свободному вращению переднего колеса, Вам не придется прикладывать много усилий для того, чтобы катить велосипед по дороге. Пара
легких движений и он поворачивает в нужную сторону. К тому же велосипедом теперь можно управлять даже одной рукой.
Одним из немаловажных преимуществ является простота сборки велосипеда., т.к большая часть деталей собиратся путем защелкивания.В этом велосипеде есть все, что необходимо для комфорта малыша и его родителей: высокая спинка с подголовником, трехточечные ремни безопасности, мягкий чехол на сиденье, защитный козырек, складная подножка, механизм отключения педалей, телескопическая родительская ручка, сумка для мамы и дополнительная сумка для мелочей.
До 18 месяцев малыш может крутить руль не меняя при этом направления движения.
Возраст: 10-36 мес
Максимально допустимый вес: 15 кг","6401500","true","UAH","794","1759","http://kidsjoy.com.ua/image/catalog/aimg36/3/velosiped-smart-trike-glow-4-v-1-chervonij-6401500-426854417.jpg","http://kidsjoy.com.ua/image/catalog/aimg36/3/velosiped-smart-trike-glow-4-v-1-chervonij-6401500-564389328.jpg","0","0"
"AMIGO-6402200","true","Велосипед Smart Trike Glow 4 в 1 рожевий 6402200","Уникальный трехколесный велосипед предназначен для малышей от 10 месяцев и растет вместе с ребенком!
Система «Touch Steering» сделала управление велосипедом еще проще. Благодаря свободному вращению переднего колеса, Вам не придется прикладывать много усилий для того, чтобы катить велосипед по дороге. Пара
легких движений и он поворачивает в нужную сторону. К тому же велосипедом теперь можно управлять даже одной рукой.
Одним из немаловажных преимуществ является простота сборки велосипеда., т.к большая часть деталей собиратся путем защелкивания.В этом велосипеде есть все, что необходимо для комфорта малыша и его родителей: высокая спинка с подголовником, трехточечные ремни безопасности, мягкий чехол на сиденье, защитный козырек, складная подножка, механизм отключения педалей, телескопическая родительская ручка, сумка для мамы и дополнительная сумка для мелочей.
До 18 месяцев малыш может крутить руль не меняя при этом направления движения.
Возраст: 10-36 мес
Максимально допустимый вес: 15 кг","6402200","true","UAH","794","1759","http://kidsjoy.com.ua/image/catalog/aimg36/4/velosiped-smart-trike-glow-4-v-1-rogevij-6402200-19326323.jpg","http://kidsjoy.com.ua/image/catalog/aimg36/4/velosiped-smart-trike-glow-4-v-1-rogevij-6402200-180780380.jpg","http://kidsjoy.com.ua/image/catalog/aimg36/4/velosiped-smart-trike-glow-4-v-1-rogevij-6402200-500289220.jpg","0"
"AMIGO-8000700","true","Велосипед Smart Trike Dream 4 в 1 бузковий 8000700","<p>Трехколесный велосипед, предназначенный для малышей от 10 месяцев.<br>Новая разработка - система «Touch Steering» сделала управление велосипедом еще проще.<br>Благодаря свободному вращению переднего колеса,<br>Вам не придется прикладывать много усилий для того,чтобы катить велосипед по дороге. Пара легких движений и он поворачивает в нужную сторону. К тому же велосипедом теперь можно управлять даже одной рукой.<br>Одним из немаловажных преимуществ является простота сборки велосипеда. Теперь Вам не понадобятся инструменты, т.к. благодаря системе Click-Clack, детали велосипеда собираются путем защелкивания.<br>Улучшенная конструкция колес - литая резина делает колеса бесшумными и более долговечными.<br>В этом велосипеде есть все, что необходимо для комфорта малыша и его родителей: высокая спинка с подголовником, трехточечные ремни безопасности,мягкий чехол на сиденье, защитный козырек, складная подножка для ног малыша, механизм отключения педалей, телескопическая родительская ручка, сумка для мамы.<br>До 18 месяцев малыш может крутить руль не меняя при этом направления движения.</p>
<p><br></p>
<iframe src=""//www.youtube.com/embed/5yYbCs_XD1o"" width=""640"" height=""360"" frameborder=""0""></iframe><p><br></p>","8000700","true","UAH","794","2639","http://kidsjoy.com.ua/image/catalog/aimg36/7/velosiped-smart-trike-dream-4-v-1-buzkovij-8000700-257269307.jpg","http://kidsjoy.com.ua/image/catalog/aimg36/7/velosiped-smart-trike-dream-4-v-1-buzkovij-8000700-360586876.jpg","http://kidsjoy.com.ua/image/catalog/aimg36/7/velosiped-smart-trike-dream-4-v-1-buzkovij-8000700-957793462.jpg","0"
"AMIGO-8201200","true","Велосипед Smart Trike Explorer 5 в 1 лиловий 8201200","Уникальный трехколесный велосипед 5 в 1, предназначен для малышей от 10 месяцев и растет вместе с ребенком! Новые усовершенствованные колеса с поворотом на 360°, обеспечивают плавную езду и легкий переход из режима «коляски» к последующим режимам. Запатентованная технология «Touch
Steering» сделала управление велосипедом еще проще. Благодаря свободному вращению переднего колеса, Вам не придется прикладывать много усилий для того, чтобы катить велосипед по дороге. Пара легких движений и он поворачивает в нужную сторону.
К тому велосипедом теперь можно управлять даже одной рукой. Одним из немаловажных преимуществ является простота сборки велосипеда., т.к большая часть деталей собиратся путем защелкивания.
В этом велосипеде есть все, что необходимо для комфорта малыша и его родителей: высокая откидывающаяся спинка с подголовником, трехточечные ремни безопасности, мягкий чехол на сиденье, защитный козырек, складная подножка, механизм отключения педалей, телескопическая родительская ручка, сумка для мамы и дополнительная сумка для мелочей.
До 18 месяцев малыш может крутить руль не меняя при этом направления движения.","8201200","true","UAH","794","4747","http://kidsjoy.com.ua/image/catalog/aimg36/0/velosiped-smart-trike-explorer-5-v-1-lilovij-8201200-620082749.jpg","http://kidsjoy.com.ua/image/catalog/aimg36/0/velosiped-smart-trike-explorer-5-v-1-lilovij-8201200-352586847.jpg","0","0"
"AMIGO-8000900","true","Велосипед Smart Trike Dream 4 в 1 блакитний 8000900","<p>Трехколесный велосипед, предназначенный для малышей от 10 месяцев.<br>Новая разработка - система «Touch Steering» сделала управление велосипедом еще проще.<br>Благодаря свободному вращению переднего колеса,<br>Вам не придется прикладывать много усилий для того,чтобы катить велосипед по дороге. Пара легких движений и он поворачивает в нужную сторону. К тому же велосипедом теперь можно управлять даже одной рукой.<br>Одним из немаловажных преимуществ является простота сборки велосипеда. Теперь Вам не понадобятся инструменты, т.к. благодаря системе Click-Clack, детали велосипеда собираются путем защелкивания.<br>Улучшенная конструкция колес - литая резина делает колеса бесшумными и более долговечными.<br>В этом велосипеде есть все, что необходимо для комфорта малыша и его родителей: высокая спинка с подголовником, трехточечные ремни безопасности,мягкий чехол на сиденье, защитный козырек, складная подножка для ног малыша, механизм отключения педалей, телескопическая родительская ручка, сумка для мамы.<br>До 18 месяцев малыш может крутить руль не меняя при этом направления движения.</p>
<p><br></p>
<iframe src=""//www.youtube.com/embed/5yYbCs_XD1o"" width=""640"" height=""360"" frameborder=""0""></iframe><p><br></p>","8000900","true","UAH","794","2639","http://kidsjoy.com.ua/image/catalog/aimg36/9/velosiped-smart-trike-dream-4-v-1-blakitnij-8000900-260940423.jpg","0","0","0"
"AMIGO-LS-P2206GYT","true","Скейт ""GO Travel"" Зелено-желтый прозрачные колеса 56 см Penny board LS-P2206GYT","Пенни борд (Penny board) – это ультрамодный скейтборд маленького размера.
Благодаря его маневренности, небольшому размеру и легкому весу (1,6 - 2 кг), этот скейт легко вписывается в городской ритм жизни.Он настолько прост в управлении, что даже детям очень легко освоить навык катания на нем!
От классического скейта его отличает внешний вид – яркие деки из усиленного пластика и яркие разноцветные колеса!
Это виниловые, усиленные с ребрами жесткости,деки ярких и сочных цветов.
Пенни борд имеет размер 22*6 дюймов, что равно 56*15 см.
Имеет алюминиевую высокопрочную подвеску (3 дюйма), благодаря чему, можно с комфортом кататься на скейте, даже на плохом покрытии.
На колесах используются подшипники 608ZZ Abec-7, что обеспечивает низкий уровень шума при вращении.
Выдерживает вес – классический до 80 кг.","LS-P2206GYT","true","UAH","1376","556","http://kidsjoy.com.ua/image/catalog/aimg38/5/skejt-go-travel-zeleno-geltyj-prozrachnye-kolesa-56-sm-penny-board-ls-p2206gyt-436652408.jpg","0","0","0"
"AMIGO-LS-P2206OGT","true","Скейт ""GO Travel"" оранжевый, зеленые прозрачные колеса 56 см Penny board LS-P2206OGT","Пенни борд (Penny board) – это ультрамодный скейтборд маленького размера.
Благодаря его маневренности, небольшому размеру и легкому весу (1,6 - 2 кг), этот скейт легко вписывается в городской ритм жизни.Он настолько прост в управлении, что даже детям очень легко освоить навык катания на нем!
От классического скейта его отличает внешний вид – яркие деки из усиленного пластика и яркие разноцветные колеса!
Это виниловые, усиленные с ребрами жесткости,деки ярких и сочных цветов.
Пенни борд имеет размер 22*6 дюймов, что равно 56*15 см.
Имеет алюминиевую высокопрочную подвеску (3 дюйма), благодаря чему, можно с комфортом кататься на скейте, даже на плохом покрытии.
На колесах используются подшипники 608ZZ Abec-7, что обеспечивает низкий уровень шума при вращении.
Выдерживает вес – классический до 80 кг.","LS-P2206OGT","true","UAH","1376","556","http://kidsjoy.com.ua/image/catalog/aimg38/6/skejt-go-travel-orangevyj-zelenye-prozrachnye-kolesa-56-sm-penny-board-ls-p2206ogt-8638996.jpg","0","0","0"
"AMIGO-LS-P2206F","true","Скейт ""GO Travel"" Fuzion 56 cм Penny board LS-P2206F","Пенни борд (Penny board) – это ультрамодный скейтборд маленького размера.
Благодаря его маневренности, небольшому размеру и легкому весу (1,6 - 2 кг), этот скейт легко вписывается в городской ритм жизни.Он настолько прост в управлении, что даже детям очень легко освоить навык катания на нем!
От классического скейта его отличает внешний вид – яркие деки из усиленного пластика и яркие разноцветные колеса!
Это виниловые, усиленные с ребрами жесткости,деки ярких и сочных цветов.
Пенни борд имеет размер 22*6 дюймов, что равно 56*15 см.
Имеет алюминиевую высокопрочную подвеску (3 дюйма), благодаря чему, можно с комфортом кататься на скейте, даже на плохом покрытии.
На колесах используются подшипники 608ZZ Abec-7, что обеспечивает низкий уровень шума при вращении.
Выдерживает вес – классический до 80 кг.","LS-P2206F","true","UAH","1376","899","http://kidsjoy.com.ua/image/catalog/aimg38/3/skejt-go-travel-fuzion-56-cm-penny-board-ls-p2206f-643099409.jpg","0","0","0"
"AMIGO-LS306BL","true","Cамокат ""GO Travel"" maxi, синий LS306BL","Самокаты «GO Travel»
Самый надежный трехколесный самокат для вашего ребенка – самокат устойчив и надежен, благодаря трем колесам (два спереди, одно сзади).
Ребенок быстро и без страха освоит навыки катания,балансировки, координации движений!
Легко управляется!Два передних поворотных колеса не просто дают устойчивость, а еще легкость в управлении (даже для самых маленьких) – для поворота достаточно наклонить руль в сторону.
Самокат выполнен из качественных материалов – пластик и алюминий; оснащен удобным ножным тормозом и регулируемой по высоте ручкой.
Самокаты «GO Travel» Maxi
• Габаритные размеры 67,5-85,5*54*23
• Вес самоката 2,5 кг
• РU колеса 120 мм переднее, 80 мм – задние (2)
• Светящиеся колеса (во время движения )
• Дека из полипропилена и нейлона
• Алюминиевая трубка
• Резиновые рукоятки
• ABEC-7 подшипники
• Эксклюзивный дизайн
Дека укреплена пластинами из нержавеющей стали, благодаря чему максимальный вес теперь 75 кг (ранее 50 кг)
","LS306BL","true","UAH","795","1251","http://kidsjoy.com.ua/image/catalog/aimg9/4/camokat-go-travel-maxi-sinij-ls306bl-515183025.jpg","0","0","0"
"AMIGO-301001","true","Трансформер мини Тобот X Tobot 301001","<p>Трансформер Tobot ""X"" из мультсериала ""Тоботы"" - лидер. Он очень сильный. Популярен из-за своего стойкого характера. По сюжету мультсериала, его задача – защищать своего хозяина, а также жителей города.<br>Игрушка может трансформироваться в машинку и обратно в робота – в точности, как в мультфильме. Кроме того у тобота двигаются все конечности, и он может принимать много разных поз. Тобот Х точно станет любимой игрушкой мальчика, ведь с ним можно проигрывать сцены из мультфильма и придумывать свои сражения. Размер машины 13 см.<br>Кроме того трансформация в машинку и обратно в тобота развивает мелкую моторику, пространственное и логическое мышление. </p>
<p>В комплекте ключ - токей. уровень  сложности 2</p>
<p><br></p>
<iframe src=""//www.youtube.com/embed/GMxTLJUfeQ0"" width=""640"" height=""360"" frameborder=""0""></iframe><p><br></p>","301001","true","UAH","1465","654","http://kidsjoy.com.ua/image/catalog/aimg20/5/transformer-mini-tobot-x-tobot-301001-642252827.png","http://kidsjoy.com.ua/image/catalog/aimg20/5/transformer-mini-tobot-x-tobot-301001-418181981.png","http://kidsjoy.com.ua/image/catalog/aimg20/5/transformer-mini-tobot-x-tobot-301001-759106252.png","0"
"AMIGO-301002","false","Трансформер мини Тобот Y Tobot 301002","Трансформер Tobot ""Y"" из мультсериала ""Тоботы"" запомнился детям своим озорным нравом и легким характером. Игрушка в точности повторяет героя, поэтому поможет преданным поклонникам разыграть увлекательные приключения не только в образе робота, но и быстрой машинки с рельефными колесами. Трансформер легко превращается в реалистичную машинку. У тобота двигаются конечности и он может принимать разные позы. Кроме того трансформация в машинку и обратно в тобота развивает мелкую моторику, пространственное и логическое мышление. Размер машины 13 см.
В комплекте также ключ и оружие трансформера.
Уровень сложности 2. От 4 лет.  ","301002","true","UAH","1465","703","http://kidsjoy.com.ua/image/catalog/aimg20/6/transformer-mini-tobot-y-tobot-301002-764081470.png","http://kidsjoy.com.ua/image/catalog/aimg20/6/transformer-mini-tobot-y-tobot-301002-870815409.png","http://kidsjoy.com.ua/image/catalog/aimg20/6/transformer-mini-tobot-y-tobot-301002-162254073.png","0"
"AMIGO-LS-P2206","true","Скейт ""GO Travel"" с рисунком, 56 cм Penny board LS-P2206","«Классический» пенниборд с уникальным, красочным дизайном!
Максимальная нагрузка 80 кг
Размер деки 22"" х 6""
Подшипники ABEC 7
Материал деки Усиленный ребрами жесткости винил
Материал колес Полиуретан
Размер колес 60 x 40 мм
Размер: 56 х 15 х 6 см.
","LS-P2206","true","UAH","1376","626","http://kidsjoy.com.ua/image/catalog/aimg38/9/skejt-go-travel-s-risunkom-56-cm-penny-board-ls-p2206-912669285.jpg","0","0","0"
"AMIGO-301010","false","Трансформер Тобот эволюция Y Tobot 301010","<p>Трансформер Tobot ""Эволюция Y"" из мультсериала ""Тоботы"" является улучшенной версией трансформера ""Y"". Этот робот запомнился детям своим озорным нравом и легким характером. Игрушка в точности повторяет героя, поэтому поможет преданным поклонникам разыграть увлекательные приключения не только в образе робота, но и быстрой машинки. Трансформер легко превращается в реалистичную машину. Машинка размером 20 см.<br>В комплекте стикеры, ключ-токей и инструкция.<br>Уровень сложности 2. От 4 лет.</p>
<p><br></p>
<iframe src=""//www.youtube.com/embed/GMxTLJUfeQ0"" width=""640"" height=""360"" frameborder=""0""></iframe><p><br></p>","301010","true","UAH","1465","1319","http://kidsjoy.com.ua/image/catalog/aimg20/0/transformer-tobot-evolyutsiya-y-tobot-301010-267586154.png","http://kidsjoy.com.ua/image/catalog/aimg20/0/transformer-tobot-evolyutsiya-y-tobot-301010-814037079.png","http://kidsjoy.com.ua/image/catalog/aimg20/0/transformer-tobot-evolyutsiya-y-tobot-301010-636799186.png","0"
"AMIGO-301008","true","Трансформер Тобот эволюция X Tobot 301008","<p>Трансформер Tobot ""Эволюция X"" из мультсериала ""Тоботы"" является улучшенной версией трансформера ""X"". Этот трансформер очень сильный. Популярен из-за своего стойкого характера. Игрушка в точности повторяет героя, поэтому поможет преданным поклонникам разыграть увлекательные приключения не только в образе робота, но и быстрой машинки оранжевого цвета. Трансформер легко превращается в реалистичную машинку. Машинка размером 18 см. <br>В комплекте стикеры, ключ-токей и инструкция.<br>Уровень сложности 2. От 4 лет.</p>
<p><br></p>
<iframe src=""//www.youtube.com/embed/GMxTLJUfeQ0"" width=""640"" height=""360"" frameborder=""0""></iframe><p><br></p>","301008","true","UAH","1465","1227","http://kidsjoy.com.ua/image/catalog/aimg20/4/transformer-tobot-evolyutsiya-x-tobot-301008-27002036.png","http://kidsjoy.com.ua/image/catalog/aimg20/4/transformer-tobot-evolyutsiya-x-tobot-301008-212669565.png","http://kidsjoy.com.ua/image/catalog/aimg20/4/transformer-tobot-evolyutsiya-x-tobot-301008-36034750.png","0"
"AMIGO-301015","true","Трансформер Тобот D, со светом и звуком Tobot 301015","<p>Для поклонников популярного мультфильма ""Tobot"" замечательным подарком станет трансформер ТОбот ""D"", который благодаря нескольким манипуляциям можно превратить из мощного робота в легковой автомобиль и назад. .Для начала трансформации из автомобиля в тобота необходимо вставить специальный ключ, входящий в комплект. Игрушка развлечет ребенка световыми (горят глаза) и  звуковыми эффектами, которые срабатывают от касания или манипуляций с роботом (фразы на английском языке).<br>У автомобиля вращаются колеса, а у робота подвижны все конечности, что дает ребенку определнный простор для игры. Размер машины 18 см.<br>Игра с трансформером развивает у ребенка память, логическое и пространственное мышление, воображение и фантазию, тренирует моторику рук. В комплекте, 2 токея-ключа, стикеры, инструкции. Батарейки в комплекте (3*LR44). Уровень сложности 3 - ребенку однозначно потребуется помощь взрослого. От 4 лет</p>
<p><br></p>
<iframe src=""//www.youtube.com/embed/GMxTLJUfeQ0"" width=""640"" height=""360"" frameborder=""0""></iframe><p><br></p>","301015","true","UAH","1465","1539","http://kidsjoy.com.ua/image/catalog/aimg20/7/transformer-tobot-d-so-svetom-i-zvukom-tobot-301015-566122548.png","http://kidsjoy.com.ua/image/catalog/aimg20/7/transformer-tobot-d-so-svetom-i-zvukom-tobot-301015-640720431.png","http://kidsjoy.com.ua/image/catalog/aimg20/7/transformer-tobot-d-so-svetom-i-zvukom-tobot-301015-315281987.png","0"
